Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createDeleteContact,Chrome 109.0.0.0,,,2023-06-08 14:58:23,2023-06-08 14:59:23,1m - 0.073s,PASSED
,,,,,,,
Test Cases/Day-02/Cogmento/CreateContact,Chrome 109.0.0.0,,,2023-06-08 14:58:28,2023-06-08 14:59:09,41.070s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-08 14:58:28,2023-06-08 14:58:28,0.154s,PASSED
navigateToUrl(URL),Chrome 109.0.0.0,,,2023-06-08 14:58:29,2023-06-08 14:58:34,4.554s,PASSED
"username_object = ""Object Repository/Day-02/Cogmento/createContact/input_Login_email""",Chrome 109.0.0.0,,,2023-06-08 14:58:34,2023-06-08 14:58:34,0.008s,PASSED
"password_object = ""Object Repository/Day-02/Cogmento/createContact/input_Login_password""",Chrome 109.0.0.0,,,2023-06-08 14:58:34,2023-06-08 14:58:34,0.003s,PASSED
"loginBtn_object = ""Object Repository/Day-02/Cogmento/createContact/div_Login""",Chrome 109.0.0.0,,,2023-06-08 14:58:34,2023-06-08 14:58:34,0.001s,PASSED
"com.LoginCogmento.Login(username_object, password_object, loginBtn_object, username, password)",Chrome 109.0.0.0,,,2023-06-08 14:58:34,2023-06-08 14:58:36,2.545s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-08 14:58:36,2023-06-08 14:58:42,5.429s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-08 14:58:42,2023-06-08 14:58:43,1.122s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_First Name_first_name""), firstName)",Chrome 109.0.0.0,,,2023-06-08 14:58:43,2023-06-08 14:58:44,1.576s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Last Name_last_name""), lastName)",Chrome 109.0.0.0,,,2023-06-08 14:58:44,2023-06-08 14:58:45,1.199s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Company_search""), company)",Chrome 109.0.0.0,,,2023-06-08 14:58:45,2023-06-08 14:58:49,3.493s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Email_value""), mailId)",Chrome 109.0.0.0,,,2023-06-08 14:58:49,2023-06-08 14:58:51,2.066s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_SelectLeadCustomerContactAffiliate""))",Chrome 109.0.0.0,,,2023-06-08 14:58:51,2023-06-08 14:58:52,0.495s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_Customer""))",Chrome 109.0.0.0,,,2023-06-08 14:58:52,2023-06-08 14:58:52,0.683s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_SelectNewActiveInactiveOn HoldTerminatedHot""))",Chrome 109.0.0.0,,,2023-06-08 14:58:52,2023-06-08 14:58:53,0.489s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_New""))",Chrome 109.0.0.0,,,2023-06-08 14:58:53,2023-06-08 14:58:53,0.538s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/textarea_deep""), firstName + "" "" + lastName)",Chrome 109.0.0.0,,,2023-06-08 14:58:53,2023-06-08 14:58:55,1.447s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/label_Do not Text""))",Chrome 109.0.0.0,,,2023-06-08 14:58:55,2023-06-08 14:58:55,0.637s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Birthday_day""), ""22"")",Chrome 109.0.0.0,,,2023-06-08 14:58:55,2023-06-08 14:58:56,0.780s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_December_year""), ""2002"")",Chrome 109.0.0.0,,,2023-06-08 14:58:56,2023-06-08 14:58:57,1.015s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_Month JanuaryFebruaryMarchAprilMayJuneJ_b508fe""))",Chrome 109.0.0.0,,,2023-06-08 14:58:57,2023-06-08 14:58:58,0.433s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/span_December""))",Chrome 109.0.0.0,,,2023-06-08 14:58:58,2023-06-08 14:58:58,0.657s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Image_image""), ""/home/deep/Pictures/Wallpapers/Simform_Wallpaper4.png"")",Chrome 109.0.0.0,,,2023-06-08 14:58:58,2023-06-08 14:58:59,1.047s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Identifier_identifier""))",Chrome 109.0.0.0,,,2023-06-08 14:58:59,2023-06-08 14:59:00,0.435s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/button_Save""))",Chrome 109.0.0.0,,,2023-06-08 14:59:00,2023-06-08 14:59:00,0.752s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/i_Home_home icon""))",Chrome 109.0.0.0,,,2023-06-08 14:59:00,2023-06-08 14:59:02,1.658s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/a_Deep Patel""))",Chrome 109.0.0.0,,,2023-06-08 14:59:02,2023-06-08 14:59:04,1.918s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/div_Record meta data""))",Chrome 109.0.0.0,,,2023-06-08 14:59:04,2023-06-08 14:59:06,1.790s,PASSED
"verifyTextPresent(firstName + "" "" + lastName, false)",Chrome 109.0.0.0,,,2023-06-08 14:59:06,2023-06-08 14:59:06,0.626s,PASSED
"verifyTextPresent(company, false)",Chrome 109.0.0.0,,,2023-06-08 14:59:06,2023-06-08 14:59:07,0.448s,PASSED
"verifyTextPresent(mailId, false)",Chrome 109.0.0.0,,,2023-06-08 14:59:07,2023-06-08 14:59:07,0.392s,PASSED
"verifyTextPresent(firstName + "" "" + lastName, false)",Chrome 109.0.0.0,,,2023-06-08 14:59:07,2023-06-08 14:59:08,0.721s,PASSED
"verifyTextPresent(firstName + "" "" + lastName, false)",Chrome 109.0.0.0,,,2023-06-08 14:59:08,2023-06-08 14:59:09,0.748s,PASSED
Start listener action : assertmessage,Chrome 109.0.0.0,,,2023-06-08 14:59:09,2023-06-08 14:59:09,0.012s,PASSED
,,,,,,,
Test Cases/Day-02/Cogmento/deleteContact,Chrome 109.0.0.0,,,2023-06-08 14:59:09,2023-06-08 14:59:23,14.483s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-08 14:59:09,2023-06-08 14:59:09,0.019s,PASSED
"navigateToUrl(""https://ui.cogmento.com/"")",Chrome 109.0.0.0,,,2023-06-08 14:59:10,2023-06-08 14:59:12,2.044s,PASSED
