Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
createDeleteContact,Chrome 109.0.0.0,,,2023-06-08 15:34:09,2023-06-08 15:35:11,1m - 1.663s,PASSED
,,,,,,,
Test Cases/Day-02/Cogmento/CreateContact,Chrome 109.0.0.0,,,2023-06-08 15:34:14,2023-06-08 15:34:55,41.013s,PASSED
Start listener action : maximize,Chrome 109.0.0.0,,,2023-06-08 15:34:14,2023-06-08 15:34:14,0.178s,PASSED
navigateToUrl(URL),Chrome 109.0.0.0,,,2023-06-08 15:34:15,2023-06-08 15:34:20,4.530s,PASSED
"username_object = ""Object Repository/Day-02/Cogmento/createContact/input_Login_email""",Chrome 109.0.0.0,,,2023-06-08 15:34:20,2023-06-08 15:34:20,0.001s,PASSED
"password_object = ""Object Repository/Day-02/Cogmento/createContact/input_Login_password""",Chrome 109.0.0.0,,,2023-06-08 15:34:20,2023-06-08 15:34:20,0.001s,PASSED
"loginBtn_object = ""Object Repository/Day-02/Cogmento/createContact/div_Login""",Chrome 109.0.0.0,,,2023-06-08 15:34:20,2023-06-08 15:34:20,0.014s,PASSED
"com.LoginCogmento.Login(username_object, password_object, loginBtn_object, username, password)",Chrome 109.0.0.0,,,2023-06-08 15:34:20,2023-06-08 15:34:23,3.035s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/i_Calendar_users icon""))",Chrome 109.0.0.0,,,2023-06-08 15:34:23,2023-06-08 15:34:28,4.928s,PASSED
"click(findTestObject(""Object Repository/Day-02/Cogmento/createContact/button_Create""))",Chrome 109.0.0.0,,,2023-06-08 15:34:28,2023-06-08 15:34:29,1.336s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_First Name_first_name""), firstName)",Chrome 109.0.0.0,,,2023-06-08 15:34:29,2023-06-08 15:34:30,1.484s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Last Name_last_name""), lastName)",Chrome 109.0.0.0,,,2023-06-08 15:34:30,2023-06-08 15:34:31,0.906s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Company_search""), company)",Chrome 109.0.0.0,,,2023-06-08 15:34:31,2023-06-08 15:34:35,3.424s,PASSED
"setText(findTestObject(""Object Repository/Day-02/Cogmento/createContact/input_Email_value""), mailId)",Chrome 109.0.0.0,,,2023-06-08 15:34:35,2023-06-08 15:34:37,1.847s,PASSED
